-96.0,4,8.33333333333
-108.0,3,8.33333333333
-91.0,7,8.33333333333
-36.0,15,8.41277777778
-111.0,11,8.33333333333
-90.0,6,8.7501875
-108.0,6,8.33333333333
-87.0,7,9.27919354167
-92.0,15,9.71995781189
-103.0,3,8.58192277066
-122.0,12,8.55991075614
-107.0,7,8.18928571429
-97.0,9,8.49710041667
-103.0,3,7.99722222222
-113.0,37,8.3852001295
-90.0,18,9.47624336795
-109.0,4,8.08125
-103.0,3,7.84597222222
-117.0,17,8.0693872549
-94.0,6,7.92159722222
176.0,40,16.6022836635
-125.0,20,8.3924815958
-112.0,7,7.93953546032
-107.0,7,7.95124702381
-105.0,5,8.00007916667
-109.0,11,8.01898837985
-49.0,13,9.56355288462
-125.0,10,7.91966458333
-177.0,52,6.92954322536
-126.0,21,5.18214045635
-107.0,5,7.98170229167
-117.0,12,2.65734123264
-112.0,7,7.93221383185
-108.0,8,7.74237122396
-98.0,30,8.20522205667
-124.0,14,7.95307417783
-14.0,49,9.62172292585
-121.0,11,7.80811713542
-90.0,6,9.90251949112
-130.0,18,8.05269728112
-104.0,4,7.33235224674
-110.0,33,9.2657006012
-97.0,7,9.41329158738
-104.0,11,8.01059021094
-118.0,13,2.81794412519
66.0,39,10.9081551295
-103.0,6,8.24072815506
-110.0,5,7.3308817974
-16.0,20,13.1030896596
-90.0,6,11.0177795443
-36.0,20,8.95049597277
-120.0,72,9.22758115582
-112.0,7,8.33667678189
-82.0,39,11.4251507137
23.0,26,11.4635234608
-93.0,21,11.5546642222
-102.0,24,8.30827233626
-83.0,14,9.04851032698
-115.0,34,9.92749261119
526.0,68,20.0370383858
-17.0,62,10.9612505331
-81.0,9,6.95475388579
-122.0,31,10.5256636097
-137.0,46,10.3791623091
-105.0,9,3.5326432916
15.0,22,15.6313554293
450.0,121,23.0600605797
-112.0,17,9.47505912631
-128.0,24,8.67419610608
-109.0,4,7.28085233073
-102.0,5,-3.35516756794
-100.0,9,9.91368125641
-95.0,9,9.88561059807
3.0,27,13.9185234039
348.0,103,12.4121553186
-102.0,5,-0.53325650205
259.0,40,22.0941433304
-62.0,14,13.8727430024
-43.0,16,20.8618706291
-110.0,15,9.82000052694
-108.0,13,10.3408106679
-114.0,9,8.35621168393
-134.0,14,8.98716842007
-109.0,18,11.6290265974
-101.0,11,15.2829649008
-116.0,17,11.8086836419
166.0,44,19.9978987598
-88.0,14,13.3364081202
-36.0,17,24.3514251592
-109.0,18,14.4823286794
-73.0,14,19.7430128015
-126.0,25,10.8997792388
-28.0,24,16.0136526629
-7.0,25,17.8570230023
-81.0,13,22.3404768811
113.0,23,14.0422747783
-43.0,18,19.289363303
9.0,20,25.3338457578
-39.0,19,17.984121963
-41.0,17,30.0503689526
175.0,28,53.8575392786
-81.0,13,24.5190643271
269.0,33,28.8056231686
147.0,56,27.6913057107
456.0,107,19.7592153634
-111.0,11,22.7672007197
-104.0,6,17.1416078365
84.0,36,43.6119974692
-104.0,7,10.5352532653
-13.0,9,7.38634453265
-118.0,14,19.1003404157
-62.0,14,28.6702561257
253.0,59,29.0815899982
-133.0,14,9.00095813591
-13.0,21,31.3152706796
120.0,37,40.2542110119
-83.0,12,18.8919217133
-32.0,17,36.2355155443
258.0,36,38.6254515949
73.0,39,35.9307455641
-164.0,45,11.4283962263
-81.0,13,27.2850196763
631.0,74,57.514668035
-86.0,12,28.5993274362
-115.0,15,18.1998073272
209.0,41,34.5920380683
73.0,32,48.6785850596
54.0,68,28.1614729547
448.0,71,42.6423384729
98.0,38,50.3039416837
45.0,43,26.0381461574
-36.0,17,46.4209652752
314.0,45,25.4877866628
756.0,70,58.1309114706
676.0,35,61.24575225
-23.0,20,52.8413236811
-116.0,6,10.7880212738
478.0,69,37.1354825989
-173.0,49,11.9657160243
504.0,62,66.2315063991
-19.0,43,19.2134829485
630.0,120,15.4300742421
-110.0,25,11.3395016278
358.0,66,17.9863518159
606.0,53,92.4599369142
187.0,53,47.0948686035
133.0,38,31.8106462391
-106.0,8,7.78407059329
536.0,45,84.9142925019
17.0,19,38.9099690173
3.0,17,48.5814389404
44.0,28,34.4618156868
59.0,55,36.0158588701
941.0,139,45.327139241
339.0,61,47.7871038786
618.0,65,94.0334935414
146.0,48,51.9863860796
778.0,135,53.830258594
128.0,76,26.7077270849
-59.0,11,54.4334817429
307.0,39,74.5079950108
120.0,31,64.4846676688
673.0,128,48.0532478199
-98.0,12,13.743833062
-10.0,64,29.1244115767
-78.0,11,49.5804028948
275.0,39,58.7956925484
-96.0,7,48.0860718983
0.0,27,55.2950848762
375.0,78,59.7121993698
282.0,41,75.6456466034
413.0,54,60.0167794598
257.0,89,18.1336562218
271.0,65,32.7037491117
-116.0,9,28.6136679381
-77.0,19,40.3749823809
814.0,114,42.0912838351
-78.0,13,56.3907219429
190.0,64,31.8999038465
196.0,45,58.621699478
297.0,51,69.5097169021
-43.0,14,90.5572157763
-113.0,34,31.3593246467
122.0,20,97.9818694258
-78.0,12,62.9057060711
1057.0,122,73.5678117342
380.0,37,75.4738350688
133.0,20,110.188628056
1469.0,137,78.7303663753
592.0,103,48.4791796348
-44.0,12,73.5376984442
136.0,61,68.9808697046
751.0,85,131.240490529
867.0,108,63.8185678086
33.0,30,52.4078603134
611.0,61,121.201208658
81.0,36,56.9153567108
13.0,14,120.736744641
523.0,50,83.4939370999
464.0,127,47.7602290076
346.0,92,69.7137275553
811.0,96,69.1061127092
414.0,58,56.2047643683
987.0,141,53.5183070502
352.0,75,44.6746444188
-22.0,24,41.2378447636
-146.0,22,25.3524611815
548.0,87,74.4474968833
703.0,89,74.121221883
520.0,79,68.5830729292
303.0,69,46.0768070835
1252.0,103,126.009307386
172.0,60,44.8916977612
217.0,98,61.8397240299
100.0,45,59.4028781209
480.0,26,128.756087851
-118.0,13,23.6703509664
-28.0,18,56.1710920673
0.0,22,56.945749706
789.0,82,87.3141404948
546.0,90,49.4027722109
15.0,24,66.3516166312
-208.0,53,42.2095795812
619.0,94,52.1956809339
238.0,93,63.8370179546
-103.0,3,-10.9727611286
-120.0,8,34.4579848166
1348.0,139,103.184565778
75.0,41,40.7142034221
818.0,115,74.6040139753
167.0,17,63.7097586285
541.0,59,68.0638202368
294.0,60,51.4611175264
-17.0,14,67.0923692198
474.0,65,45.7711490645
455.0,79,55.2068897038
259.0,48,68.5656913016
1024.0,112,65.8270998577
441.0,83,65.0718924919
183.0,33,54.7580785865
-106.0,6,22.7835276219
419.0,56,91.408944177
-118.0,13,7.63671508632
67.0,20,93.6771127276
904.0,134,55.5057597819
276.0,49,57.697662998
303.0,51,71.9305029929
39.0,13,117.499784579
331.0,74,70.4498306645
339.0,43,118.435408912
173.0,43,63.0109931176
-63.0,12,70.9670063896
45.0,25,78.3866787877
512.0,129,55.5327778803
376.0,43,133.138683733
485.0,63,60.0817496941
59.0,54,24.9329328502
224.0,57,35.0640383672
582.0,87,63.1917542378
53.0,48,41.9272567792
207.0,44,63.0764537407
312.0,47,108.43828939
62.0,111,30.6398694658
-102.0,2,-16.7118783327
174.0,40,75.7760089456
-91.0,13,64.6635639731
254.0,90,47.3896411604
651.0,76,102.986209874
47.0,30,71.2791938709
237.0,33,96.3392209076
351.0,39,134.328587322
-35.0,18,64.6833542045
563.0,85,52.0750022722
358.0,57,72.3336167457
487.0,60,64.3208161353
-97.0,10,55.9531078513
179.0,84,38.420920578
411.0,89,77.0066388282
129.0,39,88.7079224644
186.0,51,71.779242749
685.0,101,88.8539721849
-93.0,15,67.0938139169
-103.0,6,5.89920402315
733.0,89,96.5846986391
-114.0,9,48.1984193305
583.0,69,56.9843521517
445.0,76,72.9490219033
290.0,64,53.5397739741
1111.0,138,96.9368117512
350.0,50,107.245248822
219.0,34,64.3742761771
144.0,21,107.096562282
1007.0,121,109.307223386
248.0,35,125.000213081
-38.0,16,90.8871462577
520.0,91,51.9803415799
27.0,28,70.3323950052
868.0,109,84.5652674465
512.0,137,56.3123875051
785.0,102,101.15645551
