-106.4,5,8.33333333333
-104.4,5,8.33333333333
-105.0,5,8.33333333333
-106.4,7,8.33333333333
-116.0,12,8.08125
-103.0,3,8.33333333333
-104.0,4,8.33333333333
-106.1,5,-4.645
-102.0,2,7.82916666667
-117.0,11,8.05833333333
-109.0,7,7.9155952381
-66.4,30,8.28459722222
-85.5,47,8.21640957447
-104.4,5,8.13166666667
-114.25,15,8.08505416667
-115.0,11,8.10875
-110.0,8,7.77923841146
-117.55,15,8.22224861111
-116.0,16,8.17893229167
-115.0,15,8.23586111111
-106.55,6,8.05562152778
-105.4,6,7.91506597222
-7.9,28,14.5771383819
-112.0,12,8.01876484375
-113.0,13,8.04296241987
-111.0,9,8.03615509259
-108.0,6,7.7897355816
-107.4,8,7.92513164063
-123.0,18,8.01158396991
-119.0,71,8.14374995525
-83.85,48,8.12102211372
-158.25,47,7.9209896055
-104.0,4,7.45044139323
-113.0,9,0.46357140625
-108.0,6,7.57358205339
-110.4,9,8.02135149884
-121.0,17,7.90045677865
-102.0,2,-24.5173882148
-111.0,7,7.31476231064
-116.0,11,8.03100896094
-163.0,51,7.83605916222
-115.05,64,7.9509248809
-127.0,19,7.84126761115
-143.5,33,7.58412744792
-115.0,11,7.59816236576
-132.5,27,7.71744616444
-117.0,15,7.98339968487
-22.65,24,7.71758047144
-112.0,8,7.20545339936
-135.8,33,7.71549379931
-123.0,15,7.35175797552
-104.85,57,7.80626985553
-132.0,26,7.54743121667
-120.0,13,7.73793080152
-119.8,19,7.73741580733
-113.4,12,7.23272686657
-116.1,13,7.56229654711
-110.0,6,7.26666818643
-114.85,14,7.75165564556
-109.0,8,7.30854610369
-116.0,14,7.62517217995
-109.0,8,7.48471124145
-116.5,13,7.81497465159
-105.0,3,-14.5749449024
-125.85,21,7.27600652998
-107.0,5,7.14536474999
-123.0,17,6.92423227628
-116.0,14,7.06475969122
-104.0,4,-8.87930196762
-0.3,48,8.32511465436
-120.0,16,7.68327735355
-103.0,3,-14.6764508948
-119.0,13,2.26212407153
-107.1,6,7.36573797371
-106.0,4,7.04765642131
